job_id,posting_date,title,position_type,position_level,yoe,location,number_of_applicants,company_name,company_industry,company_size
7046,2019-01-31,Data Engineer,Full-time,Mid-Senior level,8,"New York, NY",,Recruiting from Scratch,Staffing & Recruiting,1-10
7047,2019-01-31,Data Analyst,Full-time,Associate,4,"Minnetonka, MN",3.0,UnitedHealthcare,Hospital & Health Care,"10,001+"
7051,2019-02-01,Data Scientist,Full-time,Mid-Senior level,6,United States,2.0,Shopify,Internet,"5,001-10,000"
7054,2019-02-02,Data Architect,Full-time,Associate,4,"Nashville, TN",1.0,Dice,Internet,"1,001-5,000"
7056,2019-02-02,Data Scientist,Full-time,Mid-Senior level,5,United States,7.0,Shopify,Internet,"5,001-10,000"
7058,2019-02-02,Data Engineer,Full-time,Entry level,1,United States,8.0,Oracle,Information Technology & Services,"10,001+"
7059,2019-02-03,Data Scientist,Full-time,Entry level,1,"Palo Alto, CA",48.0,,Information Technology & Services,11-50
7062,2019-02-03,Data Analyst,Full-time,Entry level,3,United States,64.0,Sapphire Digital,Internet,51-200
7063,2019-02-03,Data Engineer,Full-time,Associate,3,United States,,TrueBlue Inc.,Staffing & Recruiting,"1,001-5,000"
7065,2019-02-04,Data Engineer,Contract,Mid-Senior level,3,"Fargo, ND",,Toptal,Internet,"1,001-5,000"
7066,2019-02-04,Data Scientist,Full-time,Mid-Senior level,8,San Francisco Bay Area,25.0,Tesorio,Computer Software,11-50
7067,2019-02-04,Data Engineer,Contract,Mid-Senior level,4,"Fort Collins, CO",1.0,Toptal,Internet,"1,001-5,000"
7074,2019-02-05,Data Engineer,Contract,Mid-Senior level,4,"Springfield, MA",,Toptal,Internet,"1,001-5,000"
7075,2019-02-05,Data Analyst,Full-time,Entry level,1,"Detroit, MI",6.0,Vroom,Automotive,"501-1,000"
7091,2019-02-08,Data Engineer,Full-time,Associate,6,"Milwaukee, WI",,HashiCorp,Computer Software,"1,001-5,000"
7098,2019-02-09,Data Engineer,Contract,Mid-Senior level,10,"Wilmington, NC",,Toptal,Internet,"1,001-5,000"
7099,2019-02-09,Data Scientist,Full-time,Mid-Senior level,5,"Irvine, CA",4.0,National General Insurance,Insurance,"5,001-10,000"
7101,2019-02-10,Data Scientist,Contract,Mid-Senior level,4,"Chattanooga, TN",,Toptal,Internet,"1,001-5,000"
7103,2019-02-10,Data Scientist,Full-time,Mid-Senior level,6,"Pittsburgh, PA",31.0,Mozilla,Computer Software,"501-1,000"
7104,2019-02-10,Data Engineer,Contract,Associate,5,United States,2.0,Dice,Internet,"1,001-5,000"
7108,2019-02-11,Data Engineer,Full-time,Mid-Senior level,5,"Idaho, United States",,WP Engine,Information Technology & Services,"501-1,000"
7109,2019-02-11,Data Scientist,Contract,Mid-Senior level,7,"Glendale, CA",,Toptal,Internet,"1,001-5,000"
7111,2019-02-12,Data Scientist,Full-time,Mid-Senior level,7,"Austin, TX",55.0,Modernize,Online Media,51-200
7118,2019-02-13,Data Scientist,Full-time,Mid-Senior level,3,"New York, NY",39.0,Urbint,Computer Software,51-200
7119,2019-02-13,Data Scientist,Full-time,Mid-Senior level,1,"New York, NY",8.0,Jobot,Staffing & Recruiting,201-500
7121,2019-02-14,Data Analyst,Full-time,Associate,4,United States,,Wpromote,Marketing & Advertising,201-500
7126,2019-02-14,Data Analyst,Contract,Mid-Senior level,5,"Bay, AR",43.0,"FocusKPI, Inc.",Information Technology & Services,11-50
7128,2019-02-15,Data Analyst,Full-time,Entry level,1,"Fort Lauderdale, FL",14.0,Dice,Internet,"1,001-5,000"
7130,2019-02-15,Data Engineer,Contract,Mid-Senior level,4,"Franklin, TN",58.0,Softworld,Staffing & Recruiting,"501-1,000"
7135,2019-02-16,Data Engineer,Full-time,Entry level,4,"New York, NY",35.0,League,Information Technology & Services,201-500
7139,2019-02-16,Data Engineer,Full-time,Entry level,4,"San Francisco, CA",10.0,"iRhythm Technologies, Inc.",Medical Device,"501-1,000"
7141,2019-02-17,Data Engineer,Full-time,Mid-Senior level,4,"Richmond, VA",10.0,"Anthem, Inc.",Hospital & Health Care,"10,001+"
7146,2019-02-17,Data Engineer,Full-time,Associate,3,United States,2.0,Harris,Construction,"1,001-5,000"
7147,2019-02-17,Data Scientist,Full-time,Mid-Senior level,5,"Charlotte, NC",15.0,Red Ventures,Internet,"1,001-5,000"
7152,2019-02-18,Data Scientist,Full-time,Mid-Senior level,4,United States,9.0,Dave,Financial Services,51-200
7154,2019-02-18,Data Scientist,Full-time,Entry level,2,"Wyoming, United States",1.0,WW,"Health, Wellness & Fitness","10,001+"
7155,2019-02-18,Data Engineer,Full-time,Mid-Senior level,7,"Reston, VA",1.0,AIS (Applied Information Sciences),Information Technology & Services,"501-1,000"
7159,2019-02-19,Data Analyst,Contract,Associate,2,United States,21.0,Malwarebytes,Computer Software,"501-1,000"
7163,2019-02-19,Data Scientist,Full-time,Entry level,1,"Los Angeles, CA",23.0,SkillSoniq,Internet,11-50
7168,2019-02-20,Data Scientist,Full-time,Associate,3,"Dallas, TX",125.0,Avantax Wealth Management℠,Financial Services,201-500
7169,2019-02-20,Data Scientist,Full-time,Associate,3,"Portland, Maine Metropolitan Area",44.0,HireMinds,Staffing & Recruiting,11-50
7173,2019-02-21,Data Engineer,Full-time,Mid-Senior level,6,"Phoenix, AZ",,Jobot,Staffing & Recruiting,201-500
7174,2019-02-21,Data Engineer,Full-time,Mid-Senior level,2,"San Francisco, CA",25.0,The Athletic,Online Media,201-500
7180,2019-02-22,Data Scientist,Contract,Mid-Senior level,6,"New Jersey, United States",6.0,North Highland,Management Consulting,"1,001-5,000"
7183,2019-02-22,Data Engineer,Full-time,Mid-Senior level,4,"Atlanta, GA",4.0,Radiansys Inc.,Information Technology & Services,51-200
7185,2019-02-22,Data Engineer,Contract,Mid-Senior level,5,Cincinnati Metropolitan Area,2.0,Brooksource,Information Technology & Services,"1,001-5,000"
7190,2019-02-23,Data Analyst,Full-time,Entry level,1,"Chicago, IL",162.0,Foot Locker,Retail,"10,001+"
7193,2019-02-24,Data Analyst,Contract,Mid-Senior level,3,"Phoenix, AZ",11.0,Upwork,Internet,"501-1,000"
7194,2019-02-24,Data Scientist,Full-time,Mid-Senior level,4,"Newton, MA",5.0,Hospital IQ,Information Technology & Services,51-200
7197,2019-02-24,Data Architect,Full-time,Mid-Senior level,5,"Portland, ME",3.0,Perficient,Information Technology & Services,"1,001-5,000"
7205,2019-02-25,Data Analyst,Full-time,Mid-Senior level,4,United States,24.0,Ginger,"Health, Wellness & Fitness",201-500
7212,2019-02-26,Data Engineer,Contract,Mid-Senior level,5,"Grand Rapids, MI",,Toptal,Internet,"1,001-5,000"
7213,2019-02-26,Data Scientist,Full-time,Mid-Senior level,5,"Pittsburgh, PA",7.0,Jobot,Staffing & Recruiting,201-500
7214,2019-02-27,Data Engineer,Contract,Associate,4,"Baltimore, MD",1.0,"International Software Systems, Inc.",Information Technology & Services,51-200
7215,2019-02-27,Data Engineer,Full-time,Mid-Senior level,6,"Boulder, CO",,Recruiting from Scratch,Staffing & Recruiting,11-50
7218,2019-02-27,Data Engineer,Contract,Mid-Senior level,5,"Bellevue, WA",,Toptal,Internet,"1,001-5,000"
7219,2019-02-27,Data Scientist,Full-time,Mid-Senior level,6,"New York, NY",3.0,TIBCO,Computer Software,"1,001-5,000"
7220,2019-02-27,Data Scientist,Contract,Mid-Senior level,7,"North Charleston, SC",1.0,Toptal,Internet,"1,001-5,000"
7221,2019-02-27,Data Scientist,Contract,Mid-Senior level,3,"Jackson, MS",,Toptal,Internet,"1,001-5,000"
7222,2019-02-27,Data Scientist,Contract,Mid-Senior level,7,"Somerville, MA",,Toptal,Internet,"1,001-5,000"
7223,2019-02-27,Data Analyst,Full-time,Mid-Senior level,9,United States,,Burtch Works,Staffing & Recruiting,11-50
7224,2019-02-28,Data Analyst,Full-time,Mid-Senior level,8,San Francisco Bay Area,5.0,Omada Health,Hospital & Health Care,201-500
7228,2019-02-28,Data Scientist,Contract,Entry level,1,"Jackson, MI",28.0,EPITEC,Information Technology & Services,"1,001-5,000"
7234,2019-03-01,Data Engineer,Full-time,Mid-Senior level,6,United States,6.0,Prosum,,
7241,2019-03-01,Data Engineer,Contract,Mid-Senior level,8,"Everett, WA",,Toptal,Internet,"1,001-5,000"
7242,2019-03-01,Data Scientist,Full-time,Mid-Senior level,4,"New York, United States",11.0,Storm3,Staffing & Recruiting,11-50
7243,2019-03-02,Data Scientist,Full-time,Mid-Senior level,6,"Scottsdale, AZ",11.0,PayPal,Internet,"10,001+"
7245,2019-03-02,Data Scientist,Contract,Mid-Senior level,4,"Springfield, MA",,Toptal,Internet,"1,001-5,000"
7247,2019-03-02,Data Scientist,Full-time,Mid-Senior level,7,"New York, NY",3.0,Harnham,Staffing & Recruiting,51-200
7248,2019-03-02,Data Scientist,Full-time,Mid-Senior level,4,United States,56.0,The Standard,Financial Services,"1,001-5,000"
7249,2019-03-02,Data Scientist,Full-time,Mid-Senior level,6,"Massachusetts, United States",2.0,Motion Recruitment,Staffing & Recruiting,"501-1,000"
7255,2019-03-03,Data Scientist,Contract,Mid-Senior level,2,"Woodbridge, CT",,Toptal,Internet,"1,001-5,000"
7256,2019-03-03,Data Engineer,Full-time,Entry level,1,"Los Angeles, CA",12.0,Pluralsight,Information Technology & Services,"1,001-5,000"
7258,2019-03-03,Data Analyst,Contract,Mid-Senior level,1,United States,52.0,Apex Systems,Information Technology & Services,"1,001-5,000"
7259,2019-03-03,Data Analyst,Full-time,Mid-Senior level,8,"Cleveland, OH",1.0,Jobot,Staffing & Recruiting,201-500
7260,2019-03-03,Data Engineer,Full-time,Mid-Senior level,1,United States,13.0,Storm2,Staffing & Recruiting,51-200
7261,2019-03-03,Data Scientist,Full-time,Associate,3,"Ohio, United States",6.0,Cardinal Health,Hospital & Health Care,"10,001+"
7263,2019-03-04,Data Analyst,Full-time,Associate,6,"Philadelphia, PA",,UnitedHealthcare,Hospital & Health Care,"10,001+"
7269,2019-03-04,Data Analyst,Full-time,Entry level,1,"Boston, MA",3.0,The Mom Project,Internet,51-200
7280,2019-03-06,Data Engineer,Full-time,Entry level,3,United States,9.0,Owlet Baby Care,"Health, Wellness & Fitness",51-200
7281,2019-03-06,Data Engineer,Full-time,Associate,5,"Miami, FL",2.0,Degreed,Information Technology & Services,201-500
7283,2019-03-06,Data Analyst,Contract,Mid-Senior level,2,United States,88.0,Maverick Technology Partners,Information Technology & Services,11-50
7288,2019-03-06,Data Engineer,Contract,Associate,3,"Sunnyvale, CA",16.0,Fladger Associates,Staffing & Recruiting,1-10
7289,2019-03-07,Data Architect,Full-time,Mid-Senior level,2,"Nashville, TN",3.0,Perficient,Information Technology & Services,"1,001-5,000"
7292,2019-03-07,Data Engineer,Full-time,Mid-Senior level,6,New York City Metropolitan Area,3.0,Alldus,Staffing & Recruiting,11-50
7299,2019-03-08,Data Scientist,Full-time,Associate,3,"Chicago, IL",22.0,ActiveCampaign,Computer Software,"501-1,000"
7301,2019-03-08,Data Scientist,Full-time,Associate,4,"Austin, TX",1.0,Vacasa,"Leisure, Travel & Tourism","1,001-5,000"
7302,2019-03-08,Data Engineer,Full-time,Mid-Senior level,5,United States,3.0,Experian,Information Services,"10,001+"
7306,2019-03-08,Data Analyst,Full-time,Mid-Senior level,7,"Austin, Texas Metropolitan Area",3.0,Genesys,Computer Software,"1,001-5,000"
7309,2019-03-09,Data Scientist,Full-time,Mid-Senior level,7,"Irvine, CA",,National General Insurance,Insurance,"5,001-10,000"
7310,2019-03-09,Data Engineer,Full-time,Associate,6,"Salt Lake City, UT",1.0,Mitchell International,Computer Software,"1,001-5,000"
7311,2019-03-09,Data Scientist,Full-time,Mid-Senior level,5,United States,3.0,Recharge Payments,Internet,201-500
7316,2019-03-09,Data Engineer,Contract,Mid-Senior level,7,"Orange, CA",1.0,Toptal,Internet,"1,001-5,000"
7318,2019-03-09,Data Scientist,Contract,Mid-Senior level,5,"Sandy Springs, GA",,Toptal,Internet,"1,001-5,000"
7322,2019-03-10,Data Engineer,Full-time,Associate,4,"Atlanta, GA",,Mozilla,Computer Software,"501-1,000"
7323,2019-03-10,Data Engineer,Full-time,Associate,5,"Minneapolis, MN",2.0,General Mills,Consumer Goods,"10,001+"
7324,2019-03-10,Data Scientist,Full-time,Mid-Senior level,5,"Seattle, WA",11.0,Grand Rounds Health,Hospital & Health Care,"501-1,000"
7330,2019-03-11,Data Analyst,Full-time,Associate,5,United States,5.0,Farmers Insurance,Insurance,"10,001+"
7333,2019-03-11,Data Engineer,Full-time,Associate,2,"Manchester, NH",4.0,Southern New Hampshire University,Higher Education,"10,001+"
7334,2019-03-11,Data Engineer,Full-time,Mid-Senior level,8,Cincinnati Metropolitan Area,22.0,Gentis Solutions,Staffing & Recruiting,51-200
7336,2019-03-11,Data Analyst,Full-time,Associate,3,United States,170.0,Selby Jennings,Staffing & Recruiting,201-500
7349,2019-03-12,Data Engineer,Full-time,Mid-Senior level,5,"Denver, CO",,Aha!,Computer Software,51-200
7361,2019-03-14,Data Engineer,Contract,Mid-Senior level,5,"Los Angeles, California, United States",,Toptal,Internet,"1,001-5,000"
7366,2019-03-14,Data Engineer,Full-time,Entry level,1,United States,,Crescentia Global Talent Solutions,Human Resources,11-50
7367,2019-03-14,Data Engineer,Full-time,Mid-Senior level,3,United States,10.0,Serve Robotics,Information Technology & Services,51-200
7368,2019-03-14,Data Scientist,Contract,Mid-Senior level,2,"Redmond, WA",,Toptal,Internet,"1,001-5,000"
7375,2019-03-15,Data Engineer,Contract,Mid-Senior level,3,"Corvallis, OR",1.0,Toptal,Internet,"1,001-5,000"
7383,2019-03-16,Data Analyst,Full-time,Associate,5,United States,19.0,GNC,Retail,"10,001+"
7384,2019-03-16,Data Engineer,Full-time,Associate,4,"Nevada, United States",3.0,MGM Resorts International,Hospitality,"10,001+"
7388,2019-03-16,Data Scientist,Contract,Mid-Senior level,6,"Phoenix, AZ",2.0,Toptal,Internet,"1,001-5,000"
7392,2019-03-17,Data Scientist,Full-time,Mid-Senior level,3,"Boston, MA",61.0,Netskope,Computer Software,"1,001-5,000"
7394,2019-03-17,Data Analyst,Full-time,Mid-Senior level,7,"Charlotte, NC",30.0,NerdWallet,Consumer Services,201-500
7402,2019-03-17,Data Scientist,Contract,Mid-Senior level,3,"Nashville, TN",,Toptal,Internet,"1,001-5,000"
7403,2019-03-17,Data Engineer,Full-time,Mid-Senior level,3,"Kansas, United States",,Recruiting from Scratch,Staffing & Recruiting,1-10
7409,2019-03-18,Data Engineer,Contract,Mid-Senior level,6,United States,14.0,Medasource,Hospital & Health Care,"501-1,000"
7411,2019-03-18,Data Scientist,Full-time,Mid-Senior level,4,San Francisco Bay Area,15.0,Quest Groups LLC,Staffing & Recruiting,11-50
7415,2019-03-18,Data Engineer,Contract,Mid-Senior level,4,"Plano, TX",,Toptal,Internet,"1,001-5,000"
7417,2019-03-18,Data Engineer,Full-time,Associate,4,"Hartford, CT",,Ankura,Management Consulting,"1,001-5,000"
7433,2019-03-20,Data Engineer,Full-time,Mid-Senior level,6,"Boise, ID",12.0,Jobot,Staffing & Recruiting,201-500
7440,2019-03-20,Data Engineer,Contract,Mid-Senior level,5,San Francisco Bay Area,11.0,Applicantz,Internet,51-200
7442,2019-03-21,Data Scientist,Full-time,Mid-Senior level,7,"Atlanta, GA",20.0,Genpact,Information Technology & Services,"10,001+"
7446,2019-03-21,Data Scientist,Full-time,Mid-Senior level,5,"San Jose, CA",2.0,Zscaler,Computer & Network Security,"1,001-5,000"
7452,2019-03-22,Data Engineer,Contract,Mid-Senior level,4,"West Valley City, UT",,Toptal,Internet,"1,001-5,000"
7453,2019-03-22,Data Analyst,Full-time,Associate,3,"Seattle, WA",3.0,Talend,Computer Software,"1,001-5,000"
7454,2019-03-22,Data Engineer,Contract,Mid-Senior level,5,"Stamford, CT",,Toptal,Internet,"1,001-5,000"
7455,2019-03-22,Data Analyst,Full-time,Entry level,1,"Jacksonville, FL",21.0,CCS Global Tech,Information Technology & Services,"501-1,000"
7460,2019-03-22,Data Architect,Full-time,Mid-Senior level,5,"Omaha, NE",3.0,Perficient,Information Technology & Services,"1,001-5,000"
7463,2019-03-22,Data Scientist,Contract,Mid-Senior level,5,"Seattle, WA",,Toptal,Internet,"1,001-5,000"
7464,2019-03-23,Data Engineer,Contract,Associate,2,"Baltimore, MD",1.0,Dice,Internet,"1,001-5,000"
7466,2019-03-23,Data Analyst,Full-time,Associate,5,"San Francisco, CA",8.0,Truepill,Computer Software,201-500
7469,2019-03-23,Data Engineer,Contract,Mid-Senior level,7,"Oxnard, CA",,Toptal,Internet,"1,001-5,000"
7471,2019-03-23,Data Analyst,Full-time,Mid-Senior level,9,"Atlanta, GA",100.0,Talent 360 Solutions,Staffing & Recruiting,1-10
7473,2019-03-23,Data Engineer,Full-time,Mid-Senior level,4,"Dallas, TX",7.0,antuit.ai,Computer Software,201-500
7478,2019-03-24,Data Engineer,Contract,Mid-Senior level,4,"Grand Rapids, MI",,Toptal,Internet,"1,001-5,000"
7480,2019-03-24,Data Analyst,Part-time,Entry level,2,"Portland, OR",81.0,Karat,Computer Software,51-200
7493,2019-03-25,Data Engineer,Contract,Mid-Senior level,3,"Richmond, CA",,Toptal,Internet,"1,001-5,000"
7494,2019-03-25,Data Architect,Full-time,Associate,3,"Arlington, VA",,HireResources,Staffing & Recruiting,51-200
7495,2019-03-25,Data Scientist,Full-time,Associate,3,United States,2.0,Sonatype,Computer Software,201-500
7496,2019-03-25,Data Scientist,Full-time,Mid-Senior level,6,"California, United States",33.0,Juniper Networks,Computer Networking,"5,001-10,000"
7497,2019-03-25,Data Engineer,Full-time,Associate,2,United States,1.0,Gopuff,Internet,"5,001-10,000"
7498,2019-03-25,Data Analyst,Full-time,Entry level,1,United States,21.0,Granicus,Computer Software,"501-1,000"
7507,2019-03-26,Data Architect,Full-time,Mid-Senior level,8,"Seattle, WA",11.0,Perficient,Information Technology & Services,"1,001-5,000"
7510,2019-03-26,Data Engineer,Contract,Mid-Senior level,5,"Orleans, IA",,Toptal,Internet,"1,001-5,000"
7515,2019-03-27,Data Engineer,Contract,Mid-Senior level,5,"Clearwater, FL",,Toptal,Internet,"1,001-5,000"
7516,2019-03-27,Data Analyst,Full-time,Associate,4,"Phoenix, AZ",2.0,"New Relic, Inc.",Computer Software,"1,001-5,000"
7518,2019-03-27,Data Analyst,Full-time,Entry level,1,"North Carolina, United States",16.0,Oscar Health,Insurance,"1,001-5,000"
7520,2019-03-27,Data Engineer,Full-time,Mid-Senior level,6,United States,2.0,Staircase,Computer Software,51-200
7526,2019-03-28,Data Engineer,Contract,Mid-Senior level,6,"El Monte, CA",,Toptal,Internet,"1,001-5,000"
7532,2019-03-28,Data Scientist,Contract,Mid-Senior level,6,"Kansas City, MO",,Toptal,Internet,"1,001-5,000"
7534,2019-03-28,Data Analyst,Contract,Mid-Senior level,6,"Beaverton, OR",41.0,EdgeLink,Staffing & Recruiting,11-50
7536,2019-03-28,Data Analyst,Full-time,Entry level,2,"Denver, CO",4.0,Robert Half,Staffing & Recruiting,"10,001+"
7540,2019-03-29,Data Scientist,Full-time,Entry level,1,"Inglewood, CA",8.0,Landmark Health,Medical Practice,"1,001-5,000"
7542,2019-03-29,Data Analyst,Full-time,Mid-Senior level,5,"New York, NY",,Media Storm,Marketing & Advertising,51-200
7544,2019-03-29,Data Analyst,Full-time,Mid-Senior level,4,"Detroit, MI",2.0,Edward Jones,Financial Services,"10,001+"
7549,2019-03-29,Data Scientist,Contract,Mid-Senior level,3,"Piscataway, NJ",1.0,Toptal,Internet,"1,001-5,000"
7554,2019-03-30,Data Engineer,Full-time,Mid-Senior level,5,"Owings Mills, MD",4.0,Monster Lead Group,Marketing & Advertising,11-50
7555,2019-03-30,Data Engineer,Contract,Mid-Senior level,5,"Los Angeles, California, United States",1.0,Toptal,Internet,"1,001-5,000"
7557,2019-03-30,Data Engineer,Full-time,Associate,4,"Houston, TX",2.0,Principal Financial Group,Financial Services,"10,001+"
7559,2019-03-30,Data Engineer,Full-time,Mid-Senior level,4,"Queen Anne, MD",,Recruiting from Scratch,Staffing & Recruiting,11-50
7561,2019-03-30,Data Engineer,Full-time,Mid-Senior level,3,United States,23.0,Modis,Information Technology & Services,"10,001+"
7562,2019-03-31,Data Scientist,Contract,Associate,2,"San Jose, CA",38.0,Parker and Lynch,Staffing & Recruiting,"501-1,000"
7563,2019-03-31,Data Engineer,Full-time,Mid-Senior level,6,"Miami, FL",11.0,Vaco,Staffing & Recruiting,"1,001-5,000"
7568,2019-03-31,Data Scientist,Full-time,Associate,5,"Oakland, CA",59.0,Square,Internet,"1,001-5,000"
